user_id,feat_max_late_streak,feat_pay_velocity,critical_utilization_count
75.0,2,-9.344932184741802,0
76.0,6,-0.018554514931966786,1
77.0,6,0.023903795918654047,0
78.0,0,0.0,0
79.0,6,-0.05356186395286556,4
80.0,0,0.0,0
81.0,6,0.04331941218252178,0
82.0,3,5.301338374153126,0
83.0,6,-0.017459307083750115,0
84.0,6,0.0005207237108638499,0
85.0,6,0.004078202580044636,2
86.0,3,-0.00031557028939023973,0
87.0,2,0.0,0
88.0,5,1.5013037809647984,0
89.0,3,-1.7878753183310085,1
90.0,6,-0.03268656554640156,0
91.0,6,-0.00236527248772476,0
92.0,2,0.0,0
93.0,1,0.0,0
94.0,1,3868.0,0
95.0,6,0.0039996239078020175,0
96.0,6,0.0029006244017259855,3
97.0,1,1.3714198580243462,0
98.0,6,-0.012693880057777995,0
99.0,6,0.0017847562249200903,0
100.0,6,-0.04796886135628529,3
101.0,3,-0.12019230769230778,0
102.0,4,0.055210434280954214,0
103.0,6,0.025746762504202474,4
104.0,6,0.005834808714413044,0
105.0,6,0.027072013102344594,6
106.0,1,0.037693177534189694,0
107.0,1,0.27641626453686136,0
108.0,1,-0.1864735513285621,0
109.0,2,-2.3866294614668013e-06,4
110.0,0,0.0,0
111.0,6,-0.019358433194519204,0
112.0,6,-0.0026437455336491,0
113.0,6,-0.03468714623906727,0
114.0,6,-0.02827205369974072,0
115.0,6,-0.0005705495721038956,0
116.0,6,0.02358268087916233,0
117.0,2,0.7623577943943562,0
118.0,6,-0.0018230322650727437,0
119.0,2,-0.5874432750487126,0
120.0,6,0.22135162390608532,0
121.0,6,-0.014328993695242773,6
122.0,0,0.0,0
123.0,0,0.0,0
124.0,6,-0.0015743229955622144,3
125.0,6,-0.022214768563909387,5
126.0,0,0.0,0
127.0,6,-0.0010454728777752793,0
128.0,6,-0.005971150511605776,1
129.0,6,-0.1307733909764536,0
130.0,6,0.007456371746348602,3
131.0,2,265.082890573114,0
132.0,2,0.20895074689543472,0
133.0,6,0.012386105447326953,0
134.0,6,6.295188367783089e-06,0
135.0,5,-1.0111452409708133,1
136.0,6,-0.025909611469336822,0
137.0,6,0.02176085316252019,0
138.0,6,0.020615750744629253,0
139.0,1,0.0,0
140.0,6,0.03290556477066283,3
141.0,0,0.0,0
142.0,1,0.24685116771447824,0
143.0,6,-0.0008968465827828287,0
144.0,1,-0.1835829574107016,0
145.0,1,-0.5189775611226976,0
146.0,6,-0.0860700304480209,0
147.0,6,-0.010193041398553614,0
148.0,6,0.05255282388803436,1
149.0,6,-0.01910180232059633,0
150.0,1,-484.5,0
151.0,6,0.02354665894447261,0
152.0,6,0.12258702054242428,0
153.0,3,0.0,0
154.0,6,-0.47256962183792517,0
155.0,6,-0.010044242907104503,0
156.0,6,-0.0014550537484926036,0
157.0,6,0.007343025058487246,0
158.0,6,-0.00015103918258622487,3
159.0,6,-0.006352700685255823,0
160.0,6,0.0026829533036260567,0
161.0,6,0.02206765058964762,4
162.0,2,-1.6303397872177314,0
163.0,1,0.43514150943396235,0
164.0,6,-0.006274265890599327,0
165.0,6,0.007815294659302807,0
166.0,6,-0.0012793034562059713,3
167.0,1,0.019037560554287698,0
168.0,5,-102.06464289366427,2
169.0,6,-0.06466799451615407,2
170.0,6,-0.008490893781292383,0
171.0,6,-0.0318852720477143,0
172.0,2,0.15790472690063462,0
173.0,3,0.6471654154801968,0
174.0,0,0.0,0
175.0,0,0.0,0
176.0,6,-0.04011202193762945,0
177.0,1,-0.17373175816539277,0
178.0,6,0.011630240664126157,3
179.0,6,-0.023575457302950204,0
180.0,6,-0.003253725515715502,3
181.0,4,26.22712808273668,0
182.0,6,-0.00031661197222332405,0
183.0,5,0.06140264291608766,0
184.0,6,0.025202394193751015,2
185.0,4,-0.0054962950899764,0
186.0,6,0.04559547692868868,0
187.0,1,1.0780552634508593,0
188.0,6,-0.00018420238696942315,6
189.0,5,0.049869690536416454,0
190.0,6,0.0,6
191.0,6,0.010569187719296899,0
192.0,6,0.01849261169887208,0
193.0,2,-8613.349967728687,0
194.0,3,0.0,0
195.0,3,34.41362203805299,1
196.0,6,-0.01991524322075761,0
197.0,1,0.0,0
198.0,3,-1.1740712770655464,5
199.0,1,6.382953940362086,0
200.0,5,-0.0017428025605791466,4
201.0,1,0.0,0
202.0,6,-0.0774436060991505,0
203.0,3,6.015720829729631,0
204.0,6,-0.001082552955475306,5
205.0,6,-0.0007283892619279198,0
206.0,5,0.006235155626415338,5
207.0,1,1189.5012787723786,0
208.0,2,209.38350159404888,0
209.0,6,-0.0020239037827323447,3
210.0,4,0.07543859649103979,0
211.0,4,0.0,0
212.0,1,0.7498648220926872,0
213.0,6,-0.004759602111715888,4
214.0,6,-0.0292702591803423,2
215.0,6,0.005801814423893242,1
216.0,2,-3.0497925311203318,0
217.0,0,0.0,0
218.0,6,0.0004242925538816833,6
219.0,6,0.05036913994657536,0
220.0,2,0.0,0
221.0,6,-0.0022532925180881827,0
222.0,6,-0.0009580837829098373,6
223.0,6,0.007492708153749046,2
224.0,6,0.04067957634916095,0
225.0,5,0.494131406714369,3
226.0,6,5.554977510045337e-05,0
227.0,4,0.0,0
228.0,6,0.00238165278569726,4
229.0,6,0.010052325533109677,2
230.0,5,1599.9934477787967,2
231.0,6,0.14245931953113689,0
232.0,6,0.4948045522018802,1
233.0,2,-8.657949985578663,3
234.0,6,0.00922673988524054,0
235.0,6,-0.001999009599209863,1
236.0,2,-0.3399586204403467,0
237.0,6,0.029259112069376314,0
238.0,1,-2.682516300669581,0
239.0,6,-0.0012988124909654082,2
240.0,6,0.04699110250879616,0
241.0,2,0.0,0
242.0,6,0.043308636495235364,4
243.0,6,-0.002727978405109318,0
244.0,3,-1322.5,0
245.0,1,0.375,0
246.0,4,0.0,4
247.0,1,-2.0110333501297046,0
248.0,6,-0.018953128090183926,0
249.0,6,0.04986994525827237,0
250.0,6,0.038585386274990585,0
251.0,6,0.016813522552845888,3
252.0,5,-0.018906398479569212,3
253.0,6,-0.003019918971576043,0
254.0,3,-6.840195763667624,0
255.0,2,-0.019317640812101633,0
256.0,6,-0.0010833492846884878,0
257.0,1,-0.38513871984520637,0
258.0,3,-0.014703364845072545,0
259.0,1,0.0,0
260.0,6,0.0006721567983196952,3
261.0,5,0.8604995131383558,0
262.0,6,0.05533960602944199,1
263.0,3,0.07571326958033671,0
264.0,1,-149.5,0
265.0,1,-4.230673782383614,0
266.0,1,0.0,0
267.0,6,-0.036821183834446394,4
268.0,6,-0.005648977947840095,0
269.0,6,-0.0006607331637178415,0
270.0,6,0.2478418136198058,0
271.0,6,0.004677162286476966,0
272.0,3,225.0,0
273.0,0,0.0,0
274.0,6,0.05708315588951233,0
275.0,0,0.0,0
276.0,6,0.016558470594520758,3
277.0,1,0.0,0
278.0,1,0.0,0
279.0,6,5.320297746904309e-05,3
280.0,6,0.0015217700540255212,0
281.0,2,0.0,0
282.0,6,0.03945628757647768,0
283.0,6,0.00811797024709418,1
284.0,6,-0.021108270241232758,0
285.0,6,-0.0009755984933082865,0
286.0,5,16.443101724459634,0
287.0,6,0.010921294411722349,0
288.0,6,-0.002960116965418619,0
289.0,6,-4.8549655868016885e-05,0
290.0,6,0.06951296891850485,0
291.0,2,-0.6891353219147148,0
292.0,0,0.0,0
293.0,6,0.0,0
294.0,6,0.015687916183330024,5
295.0,0,750.0,0
296.0,6,0.0017641590014573216,3
297.0,2,0.6853377265238123,0
298.0,6,-0.0020536689672107458,0
299.0,6,0.01397980369902189,0
300.0,2,-0.7774559593715283,0
301.0,6,0.0001958350332375939,2
302.0,0,0.0,0
303.0,6,-0.004182156709368852,2
304.0,6,0.026217181644765608,1
305.0,3,0.07471001780092672,0
306.0,2,-1.1933174224343674,0
307.0,2,-0.2699682390307023,0
308.0,1,0.0,0
309.0,6,-0.006731432552387007,0
310.0,2,-0.02791411042944958,0
311.0,2,2.185432558184948,0
312.0,6,2.682907776543897e-05,0
313.0,6,-0.14406454091432963,0
314.0,6,-0.020677126599303274,0
315.0,6,0.0043162628680496655,0
316.0,6,-0.007491493608486314,0
317.0,6,-0.00012859484033445057,0
318.0,0,0.03403237674760865,0
319.0,6,-0.004174024367122553,2
320.0,0,0.0,0
321.0,6,0.00029053267649294573,0
322.0,6,0.2233064388907086,0
323.0,6,-0.10380602914813934,0
324.0,2,-0.10154735269597974,0
325.0,6,-0.002650543817976192,0
326.0,4,-0.021164977815196107,0
327.0,2,0.4984662576687115,0
328.0,6,0.021355786409051808,0
329.0,3,-0.4097233174777604,0
330.0,6,0.00013855157899361759,0
331.0,2,-1.697488419167166,0
332.0,6,-0.005733350610525045,0
333.0,6,-0.32765936118389183,0
334.0,1,-800.0,0
335.0,6,-0.008027726546244627,6
336.0,6,-0.0004479025108316548,0
337.0,6,-0.003280788469036955,0
338.0,1,0.0,0
339.0,6,0.0006002860398083195,3
340.0,2,0.6216354020139226,0
341.0,0,895.5,0
342.0,3,-0.7180616740088106,0
343.0,3,-0.1032410765654727,0
344.0,4,0.9433399602385654,3
345.0,6,-0.0004795262886764888,0
346.0,1,2.842423002685465,0
347.0,2,0.03912158110891243,0
348.0,6,0.0023478741426505487,4
349.0,6,-0.0013879724280230765,6
350.0,6,0.005539425877654612,0
351.0,4,0.06492944333634416,0
352.0,1,4.147938236448681,0
353.0,0,0.0,0
354.0,6,0.006149930830715716,2
355.0,6,-0.01009200124724464,0
356.0,6,0.004082056018499304,0
357.0,6,-0.0006504525370520375,0
358.0,6,-0.004166293961160926,0
359.0,6,0.0050759713605330785,0
360.0,1,-6.7378943015562385,0
361.0,6,0.006318019724181482,5
362.0,6,-0.0015099934432745339,0
363.0,6,0.015424842322114477,2
364.0,2,0.0981007192256406,0
365.0,1,-0.008979663702790575,0
366.0,1,-1982.4778725365911,0
367.0,6,-0.00047210486142000113,3
368.0,6,0.0,0
369.0,0,0.0,0
370.0,6,0.010444342128633636,3
371.0,1,0.0,0
372.0,1,0.3920880082846174,0
373.0,6,-0.07371881548232458,0
374.0,6,-0.08612522607871846,0
375.0,4,-0.0041252381252435315,4
376.0,6,0.02509007743224162,0
377.0,6,-0.07700449959501747,0
378.0,3,0.17332590660807412,0
379.0,6,0.05536435779209592,0
380.0,6,0.043583289111859415,0
381.0,6,0.019677220797988743,0
382.0,6,0.012556737852518762,0
383.0,6,-0.0033574901992903896,0
384.0,6,-0.019016911135377623,0
385.0,4,3152.5,0
386.0,6,-0.00036574203804454197,0
387.0,1,0.0,1
388.0,6,0.009220344076264403,2
389.0,6,-0.0009456770467708431,6
390.0,2,1.1147260273961972,0
391.0,0,0.0,0
392.0,5,0.0626292858470372,0
393.0,6,-0.001159028105056516,0
394.0,6,-0.04008829532719769,0
395.0,2,0.0,0
396.0,6,-0.0014067435782995907,6
397.0,6,0.0,0
398.0,1,0.0,0
399.0,6,0.017268883935691186,0
400.0,6,-0.0027170856036802062,6
401.0,4,-0.006589572856242398,0
402.0,6,0.008242243376556732,0
403.0,2,-1171.7132442284326,0
404.0,6,0.021399878409781786,3
405.0,6,0.0010045960640873524,6
406.0,1,0.0024101958551909775,0
407.0,2,0.0,0
408.0,6,0.0009966540522001466,2
409.0,6,0.006463972435002556,0
410.0,6,0.001699322427207689,0
411.0,6,-0.003949926519464168,0
412.0,1,-0.20380434782608695,0
413.0,1,-0.08616187989556146,0
414.0,6,0.44301426945874595,0
415.0,1,-1.0278569110401314,0
416.0,2,320.0,0
417.0,2,3.4254658385093157,0
418.0,6,-0.029550147827829054,0
419.0,6,0.010619931628424673,0
420.0,0,0.0,0
421.0,6,-0.01406529668168588,4
422.0,6,0.0006255689757943365,0
423.0,3,1102.494623655914,0
424.0,6,-0.01802432769257707,0
425.0,6,0.0004505168868420099,0
426.0,1,0.0,0
427.0,6,-0.09362619595949695,0
428.0,1,0.9949999999999998,0
429.0,6,-0.46733595081020246,3
430.0,6,0.009932553757816773,1
431.0,6,-0.00019961397220197297,1
432.0,6,-0.006360697086603982,0
433.0,6,0.003881845442035644,0
434.0,6,-3.071535815951654e-05,0
435.0,2,0.0,0
436.0,6,-0.03675710445909624,0
437.0,1,0.6622516556291395,0
438.0,6,0.0009701228402388962,0
439.0,6,0.00841564968327548,3
440.0,3,-0.5132647861830502,2
441.0,2,-3.236016315469899,0
442.0,6,-0.0012632194327906927,2
443.0,1,-98.5,0
444.0,6,0.00020682813537011477,0
445.0,6,-0.0023353078539937178,3
446.0,6,-0.004077134720495913,0
447.0,6,0.0016937691772131263,1
448.0,2,0.0,0
449.0,5,1050.9753167681422,0
450.0,6,0.02715712028344015,0
451.0,0,0.0,0
452.0,6,0.005111675889609156,0
453.0,3,-0.005709681527537406,2
454.0,1,0.6557361686446924,0
455.0,4,-0.0006943760527437596,2
456.0,6,0.46200405775929826,2
457.0,6,-0.0018787487296007173,0
458.0,4,0.0,0
459.0,1,-0.06895784799130134,0
460.0,6,0.35853772847992493,0
461.0,6,-0.0005147165773847495,0
462.0,3,-0.07167651234963775,0
463.0,2,-2.200591210804854,0
464.0,5,-0.004588613076324567,0
465.0,1,2.033112582781456,0
466.0,6,0.00043465087606901304,1
467.0,6,0.005805508614901043,4
468.0,6,-0.0016137322456793262,0
469.0,3,-0.2729346461332212,0
470.0,1,-3.6441877794336808,0
471.0,6,-0.00036131011810712027,3
472.0,6,0.004046073403345646,3
473.0,2,0.6070819997067286,0
474.0,6,-0.041933279493073246,0
475.0,2,0.43163041645614914,0
476.0,6,-0.009504312248991583,0
477.0,6,-0.004225235782054794,1
478.0,6,0.014064134245893312,4
479.0,1,-0.33148927079726853,0
480.0,0,0.0,0
481.0,2,-497.7505434782609,0
482.0,6,0.01881662096962454,6
483.0,6,-0.08891939699553819,0
484.0,6,0.022467586528479022,0
485.0,2,-1.6581958698254622,0
486.0,6,0.0015155482270924798,3
487.0,2,-5250.000000000001,0
488.0,6,-0.022494022155947164,0
489.0,2,0.4987405541561711,0
490.0,3,0.9678491071072278,0
491.0,1,0.0,0
492.0,6,0.020372822654578793,1
493.0,6,0.005266460816692607,0
494.0,3,0.0,0
495.0,6,-0.007162569410512691,0
496.0,1,1.2763024754802366,0
497.0,6,-0.00024386436714857185,6
498.0,6,-0.02454547945151153,5
499.0,1,-0.02479338842973296,0
500.0,6,0.021320357178689683,4
501.0,6,-0.0066274076520492775,0
502.0,6,-0.04961993728594904,0
503.0,6,-0.003330391889716002,3
504.0,5,0.0,0
505.0,0,0.0,0
506.0,1,-396.5,0
507.0,3,1315.0893517946217,0
508.0,6,-0.006052514569558946,0
509.0,6,-0.0004858227778299917,0
510.0,1,0.0,0
511.0,2,0.668122341928519,0
512.0,0,0.0,0
513.0,2,-0.7860999248998226,0
514.0,6,0.002310719615249026,0
515.0,6,-0.012904645446646193,3
516.0,4,-0.012165183858155177,1
517.0,6,0.01847314420834298,6
518.0,6,-0.003739434214409587,0
519.0,6,0.04812988560544529,5
520.0,6,-0.00302012498792494,0
521.0,6,0.01427177761892636,0
522.0,5,-0.1683029645193368,0
523.0,2,0.5975629508688943,0
524.0,6,0.0013618949772922588,0
525.0,6,-0.00015970779028394907,0
526.0,1,26.539419087136896,0
527.0,6,-0.033881380998764636,6
528.0,6,-0.0007623923622806505,0
529.0,1,120.35714285714288,0
530.0,3,-30.403581267217632,1
531.0,6,-0.015744439386827236,0
532.0,6,-0.005268008535655733,2
533.0,6,0.018493958149130563,0
534.0,6,0.01999200319872052,0
535.0,2,-0.61188228761799,0
536.0,2,-3.9703273665537817,0
537.0,6,-0.0024716864045406426,0
538.0,6,-0.01623354650966061,0
539.0,2,-159.0,0
540.0,6,-0.0002990752722746848,2
541.0,1,-108.41512915129151,0
542.0,1,0.0,0
543.0,6,0.006060939188067466,6
544.0,4,-0.24259392901747243,0
545.0,2,0.9869342043863737,0
546.0,6,0.0266233807876608,0
547.0,0,0.0,0
548.0,0,0.0,0
549.0,5,0.009031276480386005,0
550.0,6,-0.00039451383856200134,0
551.0,6,0.13090718680455563,0
552.0,2,-13427.0,0
553.0,6,-0.017708018181309026,2
554.0,1,0.0,0
555.0,6,0.0024572764444338404,5
556.0,1,2488.8566274211926,0
557.0,3,2.6488247863247856,0
558.0,6,-0.002015261073404717,0
559.0,2,0.0,1
560.0,6,-0.0186465344733491,0
561.0,3,-0.12816069353221948,0
562.0,1,-197.72400000000002,0
563.0,2,-0.3985537743932828,0
564.0,5,0.7605685524590623,0
565.0,3,-0.0002695156641892386,0
566.0,1,0.4257040627383972,0
567.0,6,-0.12087869279882524,0
568.0,2,0.8099828227165302,0
569.0,6,-0.007196792850288948,0
570.0,2,0.0,0
571.0,2,60.56938412949072,0
572.0,6,-0.0002767160824569496,2
573.0,2,0.0,0
574.0,2,-3.241836734693878,0
575.0,2,-1.790918756059148,0
576.0,6,0.0024714110652717856,4
577.0,3,-0.03312362111218533,0
578.0,3,0.0,0
579.0,6,0.03656969566380922,0
580.0,3,-0.3019538188277087,0
581.0,1,0.0,0
582.0,6,-0.061882485646367,0
583.0,2,-10.113723898006924,0
584.0,6,-0.002166585960478464,3
585.0,5,-0.017366786531546257,5
586.0,6,-0.02513268200401007,1
587.0,0,0.0,0
588.0,3,1.9197214135119662,0
589.0,6,-8.573524883785193e-05,3
590.0,2,0.9160179481172209,0
591.0,3,0.08185593390829231,0
592.0,6,-0.002037783230076945,0
593.0,6,-0.007975108279247634,0
594.0,6,0.005072268335192143,0
595.0,6,-4.112599061528721e-05,0
596.0,6,0.0003417783800014155,0
597.0,6,0.0006039288331580739,0
598.0,0,0.0,0
599.0,6,-0.0020181550746053525,2
600.0,2,-0.5182457645411205,0
601.0,6,-0.002077070492577169,0
602.0,1,-0.49872122762148346,0
603.0,6,-0.0019921120666052763,0
604.0,6,0.014103992015566447,0
605.0,0,788.0,0
606.0,6,-0.02595473536890412,0
607.0,4,0.0,0
608.0,6,0.04519433564326605,0
609.0,2,-3183.4605131622793,0
610.0,1,0.15174613865351164,0
611.0,2,-0.3592402518385267,0
612.0,1,0.0,0
613.0,6,0.0010469737367127714,4
614.0,6,-0.01858784770319344,1
615.0,6,-0.018774373837276426,0
616.0,5,1.2620589123430852,0
617.0,1,887.5,0
618.0,6,-0.0018187324092241441,0
619.0,6,0.006628374875166709,1
620.0,6,0.0006613901999884079,0
621.0,6,-0.006102370088902058,0
622.0,1,-0.12248332274178016,0
623.0,1,0.0,0
624.0,0,-79.06273062730628,0
625.0,1,0.0,0
626.0,6,0.04191408717624762,0
627.0,6,-0.01231437477209362,0
628.0,0,0.0,0
629.0,6,-0.011622176084424951,6
630.0,2,-0.7419528831332224,0
631.0,1,0.0,0
632.0,6,-0.03542365451616775,0
633.0,5,-0.15159265287142526,0
634.0,0,0.0,0
635.0,6,0.07036709385076852,0
636.0,2,0.0,0
637.0,6,-0.10839716722069666,0
638.0,6,-0.0006587947353190552,0
639.0,1,-1.8583481509084345,0
640.0,6,0.0023088078031416512,0
641.0,6,-0.00044448184171015187,0
642.0,3,0.0,0
643.0,6,-0.0006085445747281426,0
644.0,6,-0.04390672097805337,0
645.0,6,-0.02630609775345925,1
646.0,3,0.0,3
647.0,2,0.0,0
648.0,6,-0.0010584432291096495,2
649.0,6,0.02038856048018219,0
650.0,6,0.0,6
651.0,2,0.0,0
652.0,1,-0.4826895844613463,0
653.0,6,0.016818190423219786,6
654.0,1,0.0,0
655.0,6,0.04378755934196751,2
656.0,3,0.13921027236290287,0
657.0,5,-0.12884937508053085,0
658.0,6,0.009212396974393466,0
659.0,4,0.0,0
660.0,2,0.10100594218058001,0
661.0,2,-0.43156056369875645,0
662.0,2,-0.924492385786802,0
663.0,1,0.0,0
664.0,5,1.4794997935126757,0
665.0,6,-0.020612889927167793,0
666.0,6,0.0002218952184636728,2
667.0,6,-0.0169976869918696,3
668.0,6,0.017824064149482382,0
669.0,6,0.0,6
670.0,6,-0.03415767181308922,0
671.0,4,0.02406328541020016,6
672.0,6,-0.0027473317432252786,0
673.0,6,0.0006715188137227565,1
674.0,6,0.0,0
675.0,6,-0.0015082185771353636,0
676.0,6,-0.01654193799758602,0
677.0,6,0.0005191212966069817,0
678.0,6,0.011927890202674207,0
679.0,2,0.8252291749701075,0
680.0,2,0.0,1
681.0,6,-0.02576342881375865,0
682.0,1,0.0,0
683.0,3,0.0,0
684.0,6,-0.0019227971562135366,0
685.0,6,-0.02406156854333764,0
686.0,3,1.1986961968644472,0
687.0,1,-0.0012074611439002088,0
688.0,6,-0.0028952459246355255,6
689.0,6,-2.7515486293816505e-05,4
690.0,6,-2.3694495659976056e-06,0
691.0,2,0.0,0
692.0,2,0.0,0
693.0,6,-0.0009877644094213693,0
694.0,6,-0.01781030581051583,0
695.0,2,0.6563000144809229,0
696.0,0,0.0,0
697.0,6,-0.009578610648794136,0
698.0,2,0.0,0
699.0,2,0.10349453733312715,0
700.0,5,0.44483985765124556,0
701.0,1,-569.5,0
702.0,1,-3691.924088950984,0
703.0,3,0.0,1
704.0,6,-0.003686289679278365,3
705.0,6,0.04742393201305106,0
706.0,6,-0.006331110844647926,0
707.0,6,0.001121742079601168,6
708.0,6,-0.03918802413982287,0
709.0,4,0.0,0
710.0,6,-0.010203527815468114,3
711.0,6,0.028357067622891235,0
712.0,6,-0.014520960193368784,3
713.0,5,-0.06632016632016632,0
714.0,1,0.0,0
715.0,1,0.0,0
716.0,6,-0.013290273085388474,0
717.0,6,-0.009857322965640533,0
718.0,5,825.4966746475126,2
719.0,0,0.0,0
720.0,4,-0.06832725380051781,0
721.0,6,-0.06501415881143567,3
722.0,6,0.1613952691520352,2
723.0,0,0.0,0
724.0,2,-12.466876971608833,0
725.0,6,0.0,0
726.0,6,-0.011222051486962065,4
727.0,3,4.205494702122021,0
728.0,1,11.030701754385968,0
729.0,3,-0.050679897195220036,0
730.0,3,0.0,0
731.0,6,-0.02653767352924456,0
732.0,6,0.014182033510652151,0
733.0,1,0.0,0
734.0,1,157.00315457413248,0
735.0,6,-0.02121249385145106,0
736.0,4,-9.105701676402159e-06,0
737.0,6,-0.0040657578549104885,0
738.0,6,-0.41865986340898115,0
739.0,6,0.00017060851118426887,0
740.0,6,0.024241192904218018,0
741.0,6,0.007993258131255862,0
742.0,1,0.0,0
743.0,6,0.00028589896005732734,0
744.0,6,0.04402254473576489,0
745.0,4,0.07497574344582898,0
746.0,6,-0.02522000620426923,0
747.0,6,0.05196696740566453,0
748.0,6,-0.0024115716288657754,3
749.0,2,-0.5389556568586822,0
750.0,6,0.04364779142175406,0
751.0,4,-0.08937470173504991,0
752.0,4,0.0,3
753.0,4,-0.03603377653116032,2
754.0,6,0.054371573828568054,0
755.0,2,-0.9614835426353748,0
756.0,6,-0.007968144603568697,0
757.0,3,0.0046289765755670636,0
758.0,3,4.870757093773704,0
759.0,4,-0.09704295690028412,0
760.0,6,0.0249533224362334,6
761.0,6,-0.01464038275210298,0
762.0,1,0.0,0
763.0,2,-44173.85458860208,0
764.0,1,0.0,0
765.0,6,-0.0034966019042513654,6
766.0,3,0.9391264986050126,0
767.0,6,0.034675846141175616,0
768.0,3,1.4657465405726329,0
769.0,1,1.51957585644368,0
770.0,1,0.0,0
771.0,2,-0.03257497500896189,0
772.0,1,-0.16009294847979186,0
773.0,6,0.005672693288317848,0
774.0,6,-0.0020873433906724117,6
775.0,2,0.0,0
776.0,6,-0.10530256938269296,0
777.0,1,-0.016553038215241084,0
778.0,3,0.4820766378244746,0
779.0,3,-2.6926610462602674,2
780.0,2,-18029.463168148057,0
781.0,6,0.043261327257520264,0
782.0,2,-0.5585738539898134,0
783.0,6,-0.00030688611759518053,0
784.0,1,0.0,0
785.0,6,0.01826579338778279,0
786.0,2,0.0,0
787.0,2,-0.5892857142857143,0
788.0,1,-0.33601460211604267,0
789.0,6,0.10856624571558733,0
790.0,3,0.0,2
791.0,6,-0.0007433047662961934,1
792.0,1,0.0,0
793.0,1,0.0,0
794.0,1,0.0,0
795.0,6,-0.008749606896051218,3
796.0,6,-0.002901005375657693,1
797.0,0,0.0,0
798.0,2,0.0,0
799.0,6,0.08265373594886492,0
800.0,6,0.01494427864541197,0
801.0,2,0.6158875449494493,0
802.0,6,-0.01849074169856212,4
803.0,3,-0.1556978377449227,0
804.0,1,0.0,0
805.0,2,0.0,0
806.0,3,0.02281160654577737,0
807.0,2,-3.1401385794895575,0
808.0,6,-0.041567078873532164,5
809.0,6,-0.018642591148653815,0
810.0,5,-0.009896642264517447,0
811.0,5,0.0,0
812.0,3,-2.9384626946798256,0
813.0,1,-543.0,0
814.0,6,-0.22114108801415303,0
815.0,6,-0.01873522799331296,0
816.0,6,-0.001374566823645886,0
817.0,6,0.00336067485215615,0
818.0,2,-4200.618130539887,0
819.0,1,0.9062772179302524,0
820.0,4,-0.0013860829224641529,0
821.0,1,0.4987212276214832,0
822.0,6,0.03523987239616085,3
823.0,6,0.011043452299127324,0
824.0,6,-0.017514011208967173,6
825.0,6,-0.007134280914535496,0
826.0,2,0.0,0
827.0,6,-0.02043672104328399,0
828.0,6,0.0,0
829.0,2,61.842771485676316,1
830.0,4,-0.031141776006562778,1
831.0,2,1499.3880048959609,0
832.0,6,0.0,6
833.0,3,-3.364284236395005,0
834.0,3,-0.12824197392401515,0
835.0,4,0.0,1
836.0,1,0.8346469754502062,0
837.0,6,-0.022391401701746527,0
838.0,6,-0.0019044354243597978,0
